nama,alamat_lengkap,alamat,area,keyword_sumber,latitude,longitude,jumlah_review,telepon,website,jam_buka,harga,tipe,deskripsi,reviews,reviewer_name,rating,place_id
Ginger Flower,"Jl. Pecenongan Raya No.7-17, RT.1/RW.4, Kb. Klp., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10120, Indonesia","Jl. Pecenongan Raya No.7-17, RT.1/RW.4, Kb. Klp., Kota Jakarta Pusat",Gambir,restoran,-6.165785700000001,106.8263029,336.0,0811-9007-1107,https://movenpick.accor.com/en/asia/indonesia/jakarta/movenpick-hotel-jakarta-city-centre/restaurants/ginger-flower.html,Senin: 06.00–22.00 | Selasa: 06.00–22.00 | Rabu: 06.00–22.00 | Kamis: 06.00–22.00 | Jumat: 06.00–22.00 | Sabtu: 06.00–22.00 | Minggu: 06.00–22.00,,"restaurant, food, point_of_interest, establishment",,"Saya makan di Ginger Flower di dalam Mövenpick Pecenongan dan dari awal masuk suasananya langsung terasa mewah dan rapi. Interiornya elegan dengan pencahayaan yang hangat dan meja kursi yang tertata sangat nyaman. Tempatnya luas dan bersih sehingga suasana makannya terasa tenang meski hotel berada di tengah kota.  Menu di Ginger Flower banyak mengambil inspirasi dari masakan Indonesia dan Asia. Pilihan makanannya beragam mulai dari hidangan Nusantara seperti sate, sop, nasi goreng, bubur dan aneka lauk rumahan yang dibawa dengan sentuhan modern. Ada juga pilihan menu Asia lain yang tampilannya rapi dan porsinya pas. Untuk buffet harga yang saya ingat sekitar 688K++ dan menariknya harga tersebut belum termasuk kopi yang harus dipesan terpisah.  Hidangannya terasa enak dan kualitas makanannya sesuai dengan standar hotel bintang tinggi. Rasa masakannya tidak berlebihan tetapi tetap kuat bumbunya. Beberapa hidangan disajikan hangat dan aromanya langsung menggugah selera. Tempatnya sendiri membuat pengalaman makan jauh lebih nyaman. Udara dingin pencahayaan cantik dan suasana tenang benar benar bikin makan terasa santai.  Stafnya ramah dan cukup perhatian. Pelayanannya rapi tanpa terlalu mengganggu. Walaupun saya hanya mampir untuk makan tanpa menginap suasana hotelnya sudah terasa premium.  Secara keseluruhan Ginger Flower cocok untuk yang ingin menikmati makanan Indonesia dan Asia dengan suasana restoran hotel yang elegan dan nyaman. Harganya memang premium tetapi pengalaman dan kualitas makanannya sepadan.",BMA,5,ChIJhVhzMAD1aS4RPPm9ItcTZvQ
Restoran Al Hilal,"Jl. K.S. Tubun Gg. Lurah No.17A 4, RT.4/RW.2, Petamburan, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10260, Indonesia","Jl. K.S. Tubun Gg. Lurah No.17A 4, RT.4/RW.2, Petamburan, Kota Jakarta Pusat",Grand Indonesia,restoran,-6.1889501,106.8081344,143.0,0815-1117-7921,,Senin: 09.00–23.00 | Selasa: 09.00–23.00 | Rabu: 09.00–23.00 | Kamis: 09.00–23.00 | Jumat: 09.00–23.00 | Sabtu: 09.00–23.00 | Minggu: 09.00–23.00,Sedang ($$),"restaurant, food, point_of_interest, establishment",,"Restoran Al Hilal merupakan restoran yang menyajikan sebagian besar menu makanan khas timur tengah seperti nasi kebuli ayam atau kambing, nasi kapsah ayam atau kambing, nasi briani ayam atau kambing, mugalgal, sambosa, marak kambing, juga menyediakan makanan ikan seperti gurame, ikan tenggiri hingga salad.  Rasa masakan timur tengah yang disajikan sangat khas dan kental dengan bumbu. Olahan daging kambingnya juga empuk dan rasa bumbunya cukup menyerap. Waktu penyajian tidaklah terlalu lama dan secara harga cukup terjangkau. Masalah rasa cukup memuaskan bagi penggemar masakan timur tengah juga cocok untuk lidah orang Indonesia.  Lokasi di tepi jalan, mudah dijangkau dengan transportasi online. Tempat makan menyediakan meja-meja besar dengan kursi untuk rombongan, hanya tersedia kipas angin sebagai fasilitas pendingin.",xperia hidro,4,ChIJO49P-pr2aS4RUOEaaVbKcck
Restoran Al Hilal,"Jl. K.S. Tubun Gg. Lurah No.17A 4, RT.4/RW.2, Petamburan, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10260, Indonesia","Jl. K.S. Tubun Gg. Lurah No.17A 4, RT.4/RW.2, Petamburan, Kota Jakarta Pusat",Grand Indonesia,restoran,-6.1889501,106.8081344,143.0,0815-1117-7921,,Senin: 09.00–23.00 | Selasa: 09.00–23.00 | Rabu: 09.00–23.00 | Kamis: 09.00–23.00 | Jumat: 09.00–23.00 | Sabtu: 09.00–23.00 | Minggu: 09.00–23.00,Sedang ($$),"restaurant, food, point_of_interest, establishment",,enak. mantap,Noor Aufa Shiddiq,5,ChIJO49P-pr2aS4RUOEaaVbKcck
Restoran Al Hilal,"Jl. K.S. Tubun Gg. Lurah No.17A 4, RT.4/RW.2, Petamburan, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10260, Indonesia","Jl. K.S. Tubun Gg. Lurah No.17A 4, RT.4/RW.2, Petamburan, Kota Jakarta Pusat",Grand Indonesia,restoran,-6.1889501,106.8081344,143.0,0815-1117-7921,,Senin: 09.00–23.00 | Selasa: 09.00–23.00 | Rabu: 09.00–23.00 | Kamis: 09.00–23.00 | Jumat: 09.00–23.00 | Sabtu: 09.00–23.00 | Minggu: 09.00–23.00,Sedang ($$),"restaurant, food, point_of_interest, establishment",,Makanan Timur-Tengah mantap,Moh. Yunus M,4,ChIJO49P-pr2aS4RUOEaaVbKcck
"Rumah Makan Padang ""UNI RINA""","pasar tanah Abang blok f lantai 4 food court, Kp. Bali, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250, Indonesia","pasar tanah Abang blok f lantai 4 food court, Kp. Bali, Kota Jakarta Pusat",Grand Indonesia,restoran,-6.1874764,106.813675,1.0,0813-9865-3702,,Senin: 07.01–04.25 | Selasa: 07.01–04.25 | Rabu: 07.01–04.25 | Kamis: 07.01–04.25 | Jumat: 07.01–04.25 | Sabtu: 07.01–04.25 | Minggu: Tutup,,"restaurant, food, point_of_interest, establishment",,,Muhammad Nukman Alfarisi,5,ChIJjxDhyJz2aS4RtNH2-s0ueQE
Pondok Reagan buka 24 Jam,"Jl. Tj. Duren Timur IV No.9, RT.7/RW.4, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia","Jl. Tj. Duren Timur IV No.9, RT.7/RW.4, Tj. Duren Sel., Kota Jakarta Barat",Central Park Mall,restoran,-6.1783676,106.7844121,44.0,0865-0000-387,,Senin: Buka 24 jam | Selasa: Buka 24 jam | Rabu: Buka 24 jam | Kamis: Buka 24 jam | Jumat: Buka 24 jam | Sabtu: Buka 24 jam | Minggu: Buka 24 jam,,"restaurant, food, point_of_interest, establishment",,"Dateng buat take away. Pesen Nasi Goreng yang Harga 12 Ribu. Rasanya mantap untuk range harganya, bumbunya berasa. Pelayanan juga cepet tadi",Ridwan Dicky,5,ChIJT_KWakj3aS4RziogiVOlZMw
Pondok Reagan buka 24 Jam,"Jl. Tj. Duren Timur IV No.9, RT.7/RW.4, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia","Jl. Tj. Duren Timur IV No.9, RT.7/RW.4, Tj. Duren Sel., Kota Jakarta Barat",Central Park Mall,restoran,-6.1783676,106.7844121,44.0,0865-0000-387,,Senin: Buka 24 jam | Selasa: Buka 24 jam | Rabu: Buka 24 jam | Kamis: Buka 24 jam | Jumat: Buka 24 jam | Sabtu: Buka 24 jam | Minggu: Buka 24 jam,,"restaurant, food, point_of_interest, establishment",,Sudah yang ketiga kali kesini.. Seringnya di bungkus .  Nasi goreng all menu the best. Enak !! Guramai asem manis enak Capcay kuah enak ( cuma kuah nya ga kental ) Ayam goreng rica - rica enak.  Suasana nyaman Tempat bersih ( selalu cepat dibersihkan ) ( - )  Cuma minusnya buat orang yang berkeringan berlebih. Disini bisa jadi sauna dadakan 😅😅  Mungkin bisa di tambahkan kipas angin agar lebih adem lagi dan nyaman bagi pengunjung . Oh ya . Ini posisi kita datang malam hari dan habis hujan  Harga bersahabat kok. Bener2 enak dan kenyang  .,M2W MinningToWinning,4,ChIJT_KWakj3aS4RziogiVOlZMw
Pondok Reagan buka 24 Jam,"Jl. Tj. Duren Timur IV No.9, RT.7/RW.4, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia","Jl. Tj. Duren Timur IV No.9, RT.7/RW.4, Tj. Duren Sel., Kota Jakarta Barat",Central Park Mall,restoran,-6.1783676,106.7844121,44.0,0865-0000-387,,Senin: Buka 24 jam | Selasa: Buka 24 jam | Rabu: Buka 24 jam | Kamis: Buka 24 jam | Jumat: Buka 24 jam | Sabtu: Buka 24 jam | Minggu: Buka 24 jam,,"restaurant, food, point_of_interest, establishment",,Enak. Porsi banyak. Affordable. Pelayanan good 👍. Suasana enak. Parkir luas. Open kitchen pula. Full musik hehhee #kadoselfie,Friska Febriani Hasibuan,5,ChIJT_KWakj3aS4RziogiVOlZMw
Pondok Reagan buka 24 Jam,"Jl. Tj. Duren Timur IV No.9, RT.7/RW.4, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia","Jl. Tj. Duren Timur IV No.9, RT.7/RW.4, Tj. Duren Sel., Kota Jakarta Barat",Central Park Mall,restoran,-6.1783676,106.7844121,44.0,0865-0000-387,,Senin: Buka 24 jam | Selasa: Buka 24 jam | Rabu: Buka 24 jam | Kamis: Buka 24 jam | Jumat: Buka 24 jam | Sabtu: Buka 24 jam | Minggu: Buka 24 jam,,"restaurant, food, point_of_interest, establishment",,worth it terutama nasi goreng yg lagi ada promo 12 ribu selalu langganan biasa take away pas dine in bareng temen nyaman mantap lah👍🏻 #KadoSelfie,Anjev Juanresmara,5,ChIJT_KWakj3aS4RziogiVOlZMw
Pondok Reagan buka 24 Jam,"Jl. Tj. Duren Timur IV No.9, RT.7/RW.4, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia","Jl. Tj. Duren Timur IV No.9, RT.7/RW.4, Tj. Duren Sel., Kota Jakarta Barat",Central Park Mall,restoran,-6.1783676,106.7844121,44.0,0865-0000-387,,Senin: Buka 24 jam | Selasa: Buka 24 jam | Rabu: Buka 24 jam | Kamis: Buka 24 jam | Jumat: Buka 24 jam | Sabtu: Buka 24 jam | Minggu: Buka 24 jam,,"restaurant, food, point_of_interest, establishment",,"Aku makan Nasi goreng seafood waktu kesini, menurutku enak Micinnya gk berlebihan jd gk enek/gk muak di mulut Layak dimakan dan layak dikunjungi kembali Harganya juga standar",Hasbiali sdml,4,ChIJT_KWakj3aS4RziogiVOlZMw
BEBEK JANDA BOHAY,"Jl. Tanjung Duren Raya No.356 A 7, RT.7/RW.3, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia","Jl. Tanjung Duren Raya No.356 A 7, RT.7/RW.3, Tj. Duren Utara, Kota Jakarta Barat",Central Park Mall,restoran,-6.173633000000001,106.7837345,660.0,0855-5951-6577,,Senin: 16.00–04.00 | Selasa: 16.00–04.00 | Rabu: 16.00–04.00 | Kamis: 16.00–04.00 | Jumat: 16.00–04.00 | Sabtu: 16.00–04.00 | Minggu: 16.00–04.00,,"restaurant, food, point_of_interest, establishment",,"Makanan keluar nya lama banget. Service bisa ditingkatkan lagi. Tempat oke, ada parkiran lumayan luas. Tahu tempe abis diganti dengan bakwan.",Vv louw,3,ChIJExzuXYD3aS4R8eSlJD2PbXM
BEBEK JANDA BOHAY,"Jl. Tanjung Duren Raya No.356 A 7, RT.7/RW.3, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia","Jl. Tanjung Duren Raya No.356 A 7, RT.7/RW.3, Tj. Duren Utara, Kota Jakarta Barat",Central Park Mall,restoran,-6.173633000000001,106.7837345,660.0,0855-5951-6577,,Senin: 16.00–04.00 | Selasa: 16.00–04.00 | Rabu: 16.00–04.00 | Kamis: 16.00–04.00 | Jumat: 16.00–04.00 | Sabtu: 16.00–04.00 | Minggu: 16.00–04.00,,"restaurant, food, point_of_interest, establishment",,"nunggu lama banget 1 jam lebih).  yang enak : sayur asam, nasi uduk  gak enak : sayur kucai (toge dikasih garam doank)  service staff bagus tapi kitchen parah abis.  ada customer marah2 karena kitchen staff gak pakai masker. si manager malah bilang kitchen panas.",lilspistacio,1,ChIJExzuXYD3aS4R8eSlJD2PbXM
BEBEK JANDA BOHAY,"Jl. Tanjung Duren Raya No.356 A 7, RT.7/RW.3, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia","Jl. Tanjung Duren Raya No.356 A 7, RT.7/RW.3, Tj. Duren Utara, Kota Jakarta Barat",Central Park Mall,restoran,-6.173633000000001,106.7837345,660.0,0855-5951-6577,,Senin: 16.00–04.00 | Selasa: 16.00–04.00 | Rabu: 16.00–04.00 | Kamis: 16.00–04.00 | Jumat: 16.00–04.00 | Sabtu: 16.00–04.00 | Minggu: 16.00–04.00,,"restaurant, food, point_of_interest, establishment",,"Ada Hadiah Langsung 😍😍😍 . Bebek BKB Spesialis Bebek Hitam Kepahiang , @bebekbkb Lagi ada hadiah langsung nih guys , Kecap manis sedaap dari @miesedaapid . Setiap beli paket Special Hitam Ayam goreng atau Bakar di Bebek BKB dapat gratis Kecap Manis Sedaap ukuran 60ml, kalau beli 2 paket bearti dapet 2, berlaku kelipatan, mantab banget khannn 😍😍😍 . Cuss yuk segera di order, follow dan kepoin ig dari @bebekbkb buat update info terbaru 😍  Berlaku untuk pembelian melalui Online (GrabFood, GoFood, ShopeeFood, dan Traveloka Eats) dan",Deasy Foodie,3,ChIJExzuXYD3aS4R8eSlJD2PbXM
BEBEK JANDA BOHAY,"Jl. Tanjung Duren Raya No.356 A 7, RT.7/RW.3, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia","Jl. Tanjung Duren Raya No.356 A 7, RT.7/RW.3, Tj. Duren Utara, Kota Jakarta Barat",Central Park Mall,restoran,-6.173633000000001,106.7837345,660.0,0855-5951-6577,,Senin: 16.00–04.00 | Selasa: 16.00–04.00 | Rabu: 16.00–04.00 | Kamis: 16.00–04.00 | Jumat: 16.00–04.00 | Sabtu: 16.00–04.00 | Minggu: 16.00–04.00,,"restaurant, food, point_of_interest, establishment",,bebek kapahiangnya sangat empuk dan enak semua makanan oke harga oke. servis sangat baik karena mba waitressnya sigap minta tambahan baeang goreng juga cepet banget.sy bingung ada yg review servis jelek padahal servis sangat2 bagus. tempat bersih. prediksi saya karena sederet dengan resto bebek yg lain  ;),Leo,5,ChIJExzuXYD3aS4R8eSlJD2PbXM
BEBEK JANDA BOHAY,"Jl. Tanjung Duren Raya No.356 A 7, RT.7/RW.3, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia","Jl. Tanjung Duren Raya No.356 A 7, RT.7/RW.3, Tj. Duren Utara, Kota Jakarta Barat",Central Park Mall,restoran,-6.173633000000001,106.7837345,660.0,0855-5951-6577,,Senin: 16.00–04.00 | Selasa: 16.00–04.00 | Rabu: 16.00–04.00 | Kamis: 16.00–04.00 | Jumat: 16.00–04.00 | Sabtu: 16.00–04.00 | Minggu: 16.00–04.00,,"restaurant, food, point_of_interest, establishment",,"Salah satu tempat makan bebek pinggiran di tanjung duren. Yang berbeda adalah disini kita disajikan 3 macam sambal; merah, hijau dan lada hitam.  Bebek Goreng - 22k Bebek nya empuk tapi kurang garing dan bumbunya kurang nendang. Tapi enak kok!  Sate Usus & Kulit - @4k Rasanya ok tapi kurang garing.  Tahu - 5k Tahunya lembut tapi sekali lagi, kurang crispy dan bumbunya kurang nampol.",Johann Sanjaya,4,ChIJExzuXYD3aS4R8eSlJD2PbXM
PONDOK TARASO Grenville,"Komplek, Jl. Perumahan Green Ville No.22 Blok A, RT.5/RW.9, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510, Indonesia","Komplek, Jl. Perumahan Green Ville No.22 Blok A, RT.5/RW.9, Duri Kepa, Kota Jakarta Barat",Central Park Mall,restoran,-6.171753900000001,106.7766796,142.0,0852-8378-4059,,Senin: 09.30–21.30 | Selasa: 09.30–21.30 | Rabu: 09.30–22.00 | Kamis: 09.30–21.30 | Jumat: 09.00–20.00 | Sabtu: 09.00–22.00 | Minggu: 09.00–22.00,,"restaurant, food, point_of_interest, establishment",,Rasa gulainya berani. Nasi nya hangat. Harga relatif murah. Parkir luas dan gratis. Very good,Danny Christianto,5,ChIJG9s7LYf3aS4RbaByK8gij5Q
PONDOK TARASO Grenville,"Komplek, Jl. Perumahan Green Ville No.22 Blok A, RT.5/RW.9, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510, Indonesia","Komplek, Jl. Perumahan Green Ville No.22 Blok A, RT.5/RW.9, Duri Kepa, Kota Jakarta Barat",Central Park Mall,restoran,-6.171753900000001,106.7766796,142.0,0852-8378-4059,,Senin: 09.30–21.30 | Selasa: 09.30–21.30 | Rabu: 09.30–22.00 | Kamis: 09.30–21.30 | Jumat: 09.00–20.00 | Sabtu: 09.00–22.00 | Minggu: 09.00–22.00,,"restaurant, food, point_of_interest, establishment",,"Nasi nya enak, lauknya lengkap. Harga bersahabat bgt. Start nasi + ayam bakar 16 ribu. Perkedel-nya jg enakk :)",Sophia Ariella,5,ChIJG9s7LYf3aS4RbaByK8gij5Q
PONDOK TARASO Grenville,"Komplek, Jl. Perumahan Green Ville No.22 Blok A, RT.5/RW.9, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510, Indonesia","Komplek, Jl. Perumahan Green Ville No.22 Blok A, RT.5/RW.9, Duri Kepa, Kota Jakarta Barat",Central Park Mall,restoran,-6.171753900000001,106.7766796,142.0,0852-8378-4059,,Senin: 09.30–21.30 | Selasa: 09.30–21.30 | Rabu: 09.30–22.00 | Kamis: 09.30–21.30 | Jumat: 09.00–20.00 | Sabtu: 09.00–22.00 | Minggu: 09.00–22.00,,"restaurant, food, point_of_interest, establishment",,"Pesen di grab tapi sangat mengecewakan Pesan terong balado tidak di kasih terongnya Nasi ramesnya ga dikasih nangka Rasanya hambar Tolong improve pelayanannya agar lebih teliti lagi, makasih",Nuan Phinawati Tjajaindra,1,ChIJG9s7LYf3aS4RbaByK8gij5Q
PONDOK TARASO Grenville,"Komplek, Jl. Perumahan Green Ville No.22 Blok A, RT.5/RW.9, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510, Indonesia","Komplek, Jl. Perumahan Green Ville No.22 Blok A, RT.5/RW.9, Duri Kepa, Kota Jakarta Barat",Central Park Mall,restoran,-6.171753900000001,106.7766796,142.0,0852-8378-4059,,Senin: 09.30–21.30 | Selasa: 09.30–21.30 | Rabu: 09.30–22.00 | Kamis: 09.30–21.30 | Jumat: 09.00–20.00 | Sabtu: 09.00–22.00 | Minggu: 09.00–22.00,,"restaurant, food, point_of_interest, establishment",,"TERUTAMA YAITU RENDANG NAYA BENER BENER RENDANG ASLI BUKAN RENDANG ABAL-ABAL, VERRY GOOD PONDOK TARASO👍👍👍👍👍👍",Kusuma jaya Aiko23,5,ChIJG9s7LYf3aS4RbaByK8gij5Q
PONDOK TARASO Grenville,"Komplek, Jl. Perumahan Green Ville No.22 Blok A, RT.5/RW.9, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510, Indonesia","Komplek, Jl. Perumahan Green Ville No.22 Blok A, RT.5/RW.9, Duri Kepa, Kota Jakarta Barat",Central Park Mall,restoran,-6.171753900000001,106.7766796,142.0,0852-8378-4059,,Senin: 09.30–21.30 | Selasa: 09.30–21.30 | Rabu: 09.30–22.00 | Kamis: 09.30–21.30 | Jumat: 09.00–20.00 | Sabtu: 09.00–22.00 | Minggu: 09.00–22.00,,"restaurant, food, point_of_interest, establishment",,"Rumah makan mewah, harga terjangkau, gratis parkir.",Wawan Adv,5,ChIJG9s7LYf3aS4RbaByK8gij5Q
Warung 1945,"Komp. Pertokoan, Jl. Green Ville Bl. Aw No.10 7, RT.5/RW.14, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510, Indonesia","Komp. Pertokoan, Jl. Green Ville Bl. Aw No.10 7, RT.5/RW.14, Duri Kepa, Kota Jakarta Barat",Central Park Mall,restoran,-6.1687369,106.7745783,408.0,(021) 5605352,https://www.facebook.com/pages/Warung-1945/425528500873882,Senin: 10.00–20.00 | Selasa: Tutup | Rabu: 10.00–20.00 | Kamis: 10.00–20.00 | Jumat: 10.00–20.00 | Sabtu: 10.00–20.00 | Minggu: 10.00–20.00,Sedang ($$),"restaurant, food, point_of_interest, establishment",Restoran santai dua lantai menyajikan masakan Barat & Asia eklektik di tempat kontemporer bernuansa cerah.,"sebetulnya uda sering banget liat palangnya namun ga pernah mampir kelupaan mulu dan karena memang ga di lokasi keramaian.  tempatnya standard ala kadarnya, nyaman berAC. menyediakan beragam menu belanda dan jawa tengah. harga pas sesuai dengan porsinya  biterbalen: 4.5/5👍 crispynya mantep, dalemnya tuh kentang tapi kenyal  nasi pindang kudus: 4/5 kuahnya manis gurih, dagingnya memang agak sedikit alot. dengan sayur ga tau apa namanya  galantine: 3/5 variasinya lengkap nih. ada daging, sayur (wortel buncis), karbo (mashed potato). galantin nya entah agak sedikit pahit aftertastenya. dan yg agak meresahkan adalah dikasih acar timun yg tidak dipisah sehingga bikin saus galantinnya jadi asem  so far so good buat comfort food makan santai. next mungkin mau coba sup brenebon dan bistik lidah",Allinhere Y,4,ChIJ3wPVZVL2aS4RxgYPYV99RKU
Warung 1945,"Komp. Pertokoan, Jl. Green Ville Bl. Aw No.10 7, RT.5/RW.14, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510, Indonesia","Komp. Pertokoan, Jl. Green Ville Bl. Aw No.10 7, RT.5/RW.14, Duri Kepa, Kota Jakarta Barat",Central Park Mall,restoran,-6.1687369,106.7745783,408.0,(021) 5605352,https://www.facebook.com/pages/Warung-1945/425528500873882,Senin: 10.00–20.00 | Selasa: Tutup | Rabu: 10.00–20.00 | Kamis: 10.00–20.00 | Jumat: 10.00–20.00 | Sabtu: 10.00–20.00 | Minggu: 10.00–20.00,Sedang ($$),"restaurant, food, point_of_interest, establishment",Restoran santai dua lantai menyajikan masakan Barat & Asia eklektik di tempat kontemporer bernuansa cerah.,"2nd time here :D since past years ago.  Bentukan restonya Ruko, meski kecil tapi tempatnya cukup comfy :) Tempat makan ada di Lt 2, pas masuk ada meja kasir dan disamping-sampingnya meja makan.  Menu yang dipesan : Bistik lidah, Huzarensla, Kroket, Gado-gado siram, sup tomat, dan Ice cream Rum raisins.  Overall menu nya punya rasa manis yang cukup dominan. Ada di skala 6 dari 10 (buat aku). But, Manisnya masih bisa going well together dengan rasa lainnya. Tolerable.  Bistik Lidah, Teksturnya awesome. Lembut, tidak berbau, effortless to chew, tapi masih ada kenyal ketika dikunyah. Saus bistik nya tebal di rasa manis, sedikit asin & slightly aromatik.  Meski bukan penyuka bistik lidah, secara tekstur bisa memberi pengalaman baru kayak ""Oh ini ya lidah, kenyal ya."" Menyenangkan mencoba new kind of food :)  Gado-gado siram nya standard Enak. Sup Tomat, Biasa aja kalau buatku. Ice cream Rum Raisins nya lumayan, Aku kurang cocok karena buatku ke-manisan ahaha 🤣katanya ini Homemade :)  Highlight menu kenapa jadi 5 stars buatku ada di Huzarensla & Puding coklatnya.  Huzarensla nya seger banget! Kombinasi saus salad dengan buah segar ada hint citrus, kemudian manis creamy dan buah yang didominasi nanas & timun rasanya comfort banget! 🤤 hoho ~  Puding coklatnya, I love it! Kombinasi puding coklat yang pahit & Vla Rum nya yang manis bener-bener mantul!  Kalau kalian cari makanan ala Belanda, boleh kesini cobain. Yang datang makan kebanyakan elderly.  I will be back for Huzarensla also the pudding 🤍🩷",Alva,5,ChIJ3wPVZVL2aS4RxgYPYV99RKU
Warung 1945,"Komp. Pertokoan, Jl. Green Ville Bl. Aw No.10 7, RT.5/RW.14, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510, Indonesia","Komp. Pertokoan, Jl. Green Ville Bl. Aw No.10 7, RT.5/RW.14, Duri Kepa, Kota Jakarta Barat",Central Park Mall,restoran,-6.1687369,106.7745783,408.0,(021) 5605352,https://www.facebook.com/pages/Warung-1945/425528500873882,Senin: 10.00–20.00 | Selasa: Tutup | Rabu: 10.00–20.00 | Kamis: 10.00–20.00 | Jumat: 10.00–20.00 | Sabtu: 10.00–20.00 | Minggu: 10.00–20.00,Sedang ($$),"restaurant, food, point_of_interest, establishment",Restoran santai dua lantai menyajikan masakan Barat & Asia eklektik di tempat kontemporer bernuansa cerah.,"Ga ada yg gagal menunya, enak semuaaaa... bitterballen nya bikin nagih, ga kebanyakan daging, kaya fried mozarella gitu enak banget garing gurih 😍 service nya jg oke banget, ramah² & helpful semua 😊",Callista Philana,5,ChIJ3wPVZVL2aS4RxgYPYV99RKU
Warung 1945,"Komp. Pertokoan, Jl. Green Ville Bl. Aw No.10 7, RT.5/RW.14, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510, Indonesia","Komp. Pertokoan, Jl. Green Ville Bl. Aw No.10 7, RT.5/RW.14, Duri Kepa, Kota Jakarta Barat",Central Park Mall,restoran,-6.1687369,106.7745783,408.0,(021) 5605352,https://www.facebook.com/pages/Warung-1945/425528500873882,Senin: 10.00–20.00 | Selasa: Tutup | Rabu: 10.00–20.00 | Kamis: 10.00–20.00 | Jumat: 10.00–20.00 | Sabtu: 10.00–20.00 | Minggu: 10.00–20.00,Sedang ($$),"restaurant, food, point_of_interest, establishment",Restoran santai dua lantai menyajikan masakan Barat & Asia eklektik di tempat kontemporer bernuansa cerah.,"Soup merah 2 Bitterballen 3 Galantine 3 Tahu isi 3  Standard semua, saya bingung dengan reviewnya, mungkin banyak yang bilang ini masakan nostalgia , makanya kurang cocok dengan saya.  Servicenya juga perlu diperbaikin, Price 50-100k per org Ambience 2/5",S (Savor Warisan),3,ChIJ3wPVZVL2aS4RxgYPYV99RKU
Warung 1945,"Komp. Pertokoan, Jl. Green Ville Bl. Aw No.10 7, RT.5/RW.14, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510, Indonesia","Komp. Pertokoan, Jl. Green Ville Bl. Aw No.10 7, RT.5/RW.14, Duri Kepa, Kota Jakarta Barat",Central Park Mall,restoran,-6.1687369,106.7745783,408.0,(021) 5605352,https://www.facebook.com/pages/Warung-1945/425528500873882,Senin: 10.00–20.00 | Selasa: Tutup | Rabu: 10.00–20.00 | Kamis: 10.00–20.00 | Jumat: 10.00–20.00 | Sabtu: 10.00–20.00 | Minggu: 10.00–20.00,Sedang ($$),"restaurant, food, point_of_interest, establishment",Restoran santai dua lantai menyajikan masakan Barat & Asia eklektik di tempat kontemporer bernuansa cerah.,berasa makanan rumahan.. enak,kenyang begox,5,ChIJ3wPVZVL2aS4RxgYPYV99RKU
